;geoName;geoCode;date;GT_DK_0_cross;GT_DK_1_cross;GT_DK_2_cross;GT_DK_3_cross;GT_DK_4_cross;GT_DK_5_cross;GT_DK_6_cross;GT_DK_7_cross;GT_DK_8_cross;GT_DK_9_cross;GT_DK_10_cross;GT_DK_11_cross;GT_DK_12_cross;GT_DK_13_cross;GT_DK_14_cross;GT_DK_15_cross;GT_DK_16_cross;GT_DK_17_cross;GT_DK_18_cross;GT_DK_19_cross;GT_DK_20_cross;GT_DK_21_cross;ID;trends
585;Capital Region of Denmark;DK-84;2015-10-01;66;100;94;86;57;72;100;74;44;61;100;100;82;100;57;69;50;64;71;82;64;75;Capital;DK-84
586;Central Denmark Region;DK-82;2015-10-01;45;72;92;73;58;91;54;75;35;94;55;81;64;53;54;59;19;69;100;91;100;32;Central Denmark;DK-82
587;North Denmark Region;DK-81;2015-10-01;100;78;79;37;73;79;65;85;26;100;66;80;71;51;54;100;100;100;92;100;45;100;North Denmark;DK-81
588;Region Syddanmark;DK-83;2015-10-01;74;83;89;100;60;100;85;99;74;92;68;98;100;73;100;88;47;80;58;98;77;67;Southern Denmark;DK-83
589;Region Zealand;DK-85;2015-10-01;68;94;100;58;100;62;64;100;100;90;67;72;97;27;73;88;26;80;95;92;45;56;Zealand;DK-85
590;Capital Region of Denmark;DK-84;2015-11-01;79;100;94;94;54;59;53;76;62;56;100;100;80;100;45;69;93;74;74;78;47;92;Capital;DK-84
591;Central Denmark Region;DK-82;2015-11-01;56;60;87;100;55;75;71;80;38;77;68;68;95;47;51;80;80;76;91;98;68;37;Central Denmark;DK-82
592;North Denmark Region;DK-81;2015-11-01;87;95;88;63;65;100;100;87;69;98;76;70;87;41;98;72;93;100;100;100;100;100;North Denmark;DK-81
593;Region Syddanmark;DK-83;2015-11-01;71;75;95;89;59;79;75;92;78;90;83;83;40;46;100;100;100;80;87;79;82;92;Southern Denmark;DK-83
594;Region Zealand;DK-85;2015-11-01;100;52;100;97;100;59;60;100;100;100;64;88;100;32;93;97;99;74;79;95;44;23;Zealand;DK-85
595;Capital Region of Denmark;DK-84;2015-12-01;90;100;94;100;68;100;100;78;45;56;100;86;97;100;69;79;31;66;67;67;62;100;Capital;DK-84
596;Central Denmark Region;DK-82;2015-12-01;77;86;100;54;72;60;56;77;36;76;70;82;86;53;88;100;35;71;90;88;86;82;Central Denmark;DK-82
597;North Denmark Region;DK-81;2015-12-01;86;83;89;79;90;88;61;98;41;100;92;67;100;45;50;60;100;100;96;100;100;62;North Denmark;DK-81
598;Region Syddanmark;DK-83;2015-12-01;85;81;94;96;84;72;52;100;57;85;81;100;91;33;68;75;97;77;88;83;79;60;Southern Denmark;DK-83
599;Region Zealand;DK-85;2015-12-01;100;76;94;74;100;70;98;86;100;86;67;62;60;45;100;55;80;64;100;98;50;88;Zealand;DK-85
600;Capital Region of Denmark;DK-84;2016-01-01;72;100;100;91;80;78;87;81;51;58;100;100;75;100;51;64;80;44;62;76;67;60;Capital;DK-84
601;Central Denmark Region;DK-82;2016-01-01;81;81;99;100;68;100;45;88;32;67;71;86;74;52;55;76;100;64;76;98;85;75;Central Denmark;DK-82
602;North Denmark Region;DK-81;2016-01-01;100;91;97;86;100;85;100;96;15;100;56;77;100;65;39;96;67;100;82;100;100;100;North Denmark;DK-81
603;Region Syddanmark;DK-83;2016-01-01;89;84;94;89;88;67;100;100;54;81;65;74;65;39;61;100;78;64;95;96;69;65;Southern Denmark;DK-83
604;Region Zealand;DK-85;2016-01-01;79;79;99;97;98;85;79;93;100;74;61;92;54;22;100;75;51;40;100;97;66;31;Zealand;DK-85
605;Capital Region of Denmark;DK-84;2016-02-01;94;100;98;80;68;82;72;75;58;56;100;84;70;66;84;52;46;56;68;74;61;95;Capital;DK-84
606;Central Denmark Region;DK-82;2016-02-01;100;83;88;78;72;75;90;86;33;86;82;48;52;19;90;66;40;80;85;76;100;72;Central Denmark;DK-82
607;North Denmark Region;DK-81;2016-02-01;92;67;98;100;82;78;100;77;72;100;82;100;78;100;96;100;100;100;71;84;69;63;North Denmark;DK-81
608;Region Syddanmark;DK-83;2016-02-01;100;69;100;90;82;90;56;100;71;95;78;61;100;22;100;72;79;66;90;85;81;48;Southern Denmark;DK-83
609;Region Zealand;DK-85;2016-02-01;100;80;89;63;100;100;72;94;100;83;76;52;56;43;55;75;26;81;100;100;99;100;Zealand;DK-85
610;Capital Region of Denmark;DK-84;2016-03-01;64;100;95;88;81;81;59;79;61;58;98;95;57;100;70;95;20;66;65;76;62;60;Capital;DK-84
611;Central Denmark Region;DK-82;2016-03-01;68;89;95;84;91;100;100;83;50;80;100;100;50;25;73;99;35;91;84;100;100;100;Central Denmark;DK-82
612;North Denmark Region;DK-81;2016-03-01;71;84;86;70;91;77;60;84;62;96;80;90;100;93;52;100;100;100;84;96;97;53;North Denmark;DK-81
613;Region Syddanmark;DK-83;2016-03-01;77;74;89;82;93;51;52;100;74;100;74;83;85;28;85;70;45;76;76;82;98;44;Southern Denmark;DK-83
614;Region Zealand;DK-85;2016-03-01;100;82;100;100;100;62;59;98;100;93;51;96;46;33;100;54;43;65;100;87;82;45;Zealand;DK-85
615;Capital Region of Denmark;DK-84;2016-04-01;70;100;100;97;75;86;44;75;57;67;94;69;81;100;88;75;32;65;62;70;70;100;Capital;DK-84
616;Central Denmark Region;DK-82;2016-04-01;60;84;92;85;64;97;48;76;45;81;61;72;92;49;48;100;85;72;69;85;100;93;Central Denmark;DK-82
617;North Denmark Region;DK-81;2016-04-01;100;80;90;100;100;77;41;78;47;100;100;100;80;54;30;86;100;100;100;100;81;87;North Denmark;DK-81
618;Region Syddanmark;DK-83;2016-04-01;93;82;97;91;91;100;50;89;87;95;69;71;70;32;100;85;92;78;69;64;62;71;Southern Denmark;DK-83
619;Region Zealand;DK-85;2016-04-01;100;81;93;67;99;85;100;100;100;94;72;75;100;74;78;82;35;56;95;90;79;30;Zealand;DK-85
620;Capital Region of Denmark;DK-84;2016-05-01;85;100;93;67;74;72;46;84;45;60;100;84;71;100;100;56;26;71;66;73;65;100;Capital;DK-84
621;Central Denmark Region;DK-82;2016-05-01;64;80;84;63;88;100;93;72;55;72;77;82;60;35;83;50;26;98;74;95;69;71;Central Denmark;DK-82
622;North Denmark Region;DK-81;2016-05-01;94;64;88;74;90;62;91;97;62;100;72;91;91;34;70;69;100;100;100;100;100;51;North Denmark;DK-81
623;Region Syddanmark;DK-83;2016-05-01;71;81;95;100;91;76;92;100;72;88;70;100;85;34;60;59;38;80;84;97;93;43;Southern Denmark;DK-83
624;Region Zealand;DK-85;2016-05-01;100;77;100;71;100;89;100;94;100;96;55;78;100;29;84;100;53;57;72;83;81;88;Zealand;DK-85
625;Capital Region of Denmark;DK-84;2016-06-01;92;100;96;85;63;69;77;73;59;65;94;95;60;100;64;66;31;79;43;74;85;71;Capital;DK-84
626;Central Denmark Region;DK-82;2016-06-01;60;79;88;81;60;87;100;68;86;80;67;75;57;63;90;60;47;80;53;73;100;48;Central Denmark;DK-82
627;North Denmark Region;DK-81;2016-06-01;96;65;85;91;72;100;58;72;75;90;100;99;100;76;42;83;100;97;100;100;100;26;North Denmark;DK-81
628;Region Syddanmark;DK-83;2016-06-01;96;71;100;100;75;61;67;88;73;97;85;100;43;92;100;82;46;100;50;89;77;100;Southern Denmark;DK-83
629;Region Zealand;DK-85;2016-06-01;100;68;86;89;100;69;77;100;100;100;77;59;69;30;97;100;59;90;51;73;50;92;Zealand;DK-85
630;Capital Region of Denmark;DK-84;2016-07-01;78;100;100;86;70;83;64;90;82;64;99;87;52;74;61;40;17;61;79;90;66;79;Capital;DK-84
631;Central Denmark Region;DK-82;2016-07-01;58;69;93;93;55;69;54;70;74;74;69;58;48;78;32;72;35;74;73;89;89;79;Central Denmark;DK-82
632;North Denmark Region;DK-81;2016-07-01;54;68;85;100;79;43;46;71;54;100;100;74;82;100;74;85;100;100;92;94;83;86;North Denmark;DK-81
633;Region Syddanmark;DK-83;2016-07-01;99;78;99;81;69;82;100;100;98;93;78;100;100;48;100;46;43;60;84;100;94;100;Southern Denmark;DK-83
634;Region Zealand;DK-85;2016-07-01;100;53;99;96;100;100;43;98;100;83;65;73;47;31;60;100;37;76;100;100;100;91;Zealand;DK-85
635;Capital Region of Denmark;DK-84;2016-08-01;94;100;97;98;86;79;65;77;60;61;100;68;43;100;88;81;83;54;60;88;57;93;Capital;DK-84
636;Central Denmark Region;DK-82;2016-08-01;93;84;92;76;95;78;51;82;60;74;64;58;34;35;100;92;41;67;89;98;100;64;Central Denmark;DK-82
637;North Denmark Region;DK-81;2016-08-01;78;41;89;97;86;47;47;82;42;100;58;100;100;73;87;77;38;100;100;83;66;74;North Denmark;DK-81
638;Region Syddanmark;DK-83;2016-08-01;100;88;94;100;90;100;100;84;100;77;67;60;53;53;86;100;100;73;70;100;79;100;Southern Denmark;DK-83
639;Region Zealand;DK-85;2016-08-01;75;58;100;92;100;78;86;100;96;89;49;44;70;25;96;83;52;76;68;92;56;81;Zealand;DK-85
640;Capital Region of Denmark;DK-84;2016-09-01;87;100;97;97;77;67;54;93;84;59;100;100;58;100;70;87;43;69;43;80;31;100;Capital;DK-84
641;Central Denmark Region;DK-82;2016-09-01;79;91;98;73;72;96;100;85;61;76;60;81;97;34;100;94;54;71;60;100;74;54;Central Denmark;DK-82
642;North Denmark Region;DK-81;2016-09-01;84;61;94;98;73;56;23;95;65;100;52;77;100;45;55;80;100;100;100;74;100;84;North Denmark;DK-81
643;Region Syddanmark;DK-83;2016-09-01;93;79;100;100;83;100;56;100;92;79;71;64;64;39;51;75;45;86;60;88;77;98;Southern Denmark;DK-83
644;Region Zealand;DK-85;2016-09-01;100;65;96;83;100;81;43;97;100;93;61;84;84;33;58;100;31;85;67;65;34;63;Zealand;DK-85
645;Capital Region of Denmark;DK-84;2016-10-01;90;100;91;88;84;88;92;75;100;55;100;100;100;100;40;67;85;66;41;67;66;74;Capital;DK-84
646;Central Denmark Region;DK-82;2016-10-01;70;78;91;78;99;75;100;74;69;78;66;63;93;28;36;46;38;78;62;100;100;67;Central Denmark;DK-82
647;North Denmark Region;DK-81;2016-10-01;100;67;88;100;78;46;74;96;80;100;66;84;85;83;49;52;47;100;100;97;99;25;North Denmark;DK-81
648;Region Syddanmark;DK-83;2016-10-01;86;83;91;87;73;89;79;98;97;87;59;83;84;45;52;73;100;74;75;89;77;100;Southern Denmark;DK-83
649;Region Zealand;DK-85;2016-10-01;89;69;100;75;100;100;68;100;86;87;56;66;78;48;100;100;43;80;93;69;90;57;Zealand;DK-85
650;Capital Region of Denmark;DK-84;2016-11-01;74;100;94;75;72;78;50;81;74;56;100;86;61;100;59;54;34;57;67;78;55;64;Capital;DK-84
651;Central Denmark Region;DK-82;2016-11-01;100;74;88;74;68;92;80;82;54;74;50;59;77;47;45;54;57;77;91;100;81;47;Central Denmark;DK-82
652;North Denmark Region;DK-81;2016-11-01;85;80;88;73;100;100;63;85;70;100;95;100;100;60;57;43;54;100;99;90;100;72;North Denmark;DK-81
653;Region Syddanmark;DK-83;2016-11-01;80;80;95;85;64;98;81;94;64;88;81;66;82;47;66;52;67;75;85;82;66;57;Southern Denmark;DK-83
654;Region Zealand;DK-85;2016-11-01;83;69;100;100;88;61;100;100;100;85;66;75;86;41;100;100;100;78;100;76;82;100;Zealand;DK-85
655;Capital Region of Denmark;DK-84;2016-12-01;100;100;94;83;72;56;68;76;75;59;100;81;57;100;61;100;24;52;62;80;47;94;Capital;DK-84
656;Central Denmark Region;DK-82;2016-12-01;66;59;93;65;97;49;100;73;44;74;67;65;100;41;80;91;35;64;70;77;51;88;Central Denmark;DK-82
657;North Denmark Region;DK-81;2016-12-01;99;69;87;100;93;100;61;87;91;100;52;100;75;30;72;84;100;100;100;88;100;100;North Denmark;DK-81
658;Region Syddanmark;DK-83;2016-12-01;87;85;95;96;100;56;78;100;68;89;60;77;73;42;100;54;52;52;62;89;59;74;Southern Denmark;DK-83
659;Region Zealand;DK-85;2016-12-01;80;75;100;60;74;56;66;94;100;82;42;67;49;18;69;90;30;69;82;100;76;75;Zealand;DK-85
660;Capital Region of Denmark;DK-84;2017-01-01;72;100;100;80;77;57;54;81;62;64;100;100;100;100;86;71;20;50;48;71;44;69;Capital;DK-84
661;Central Denmark Region;DK-82;2017-01-01;65;86;95;75;76;67;62;84;72;84;70;87;85;78;71;100;40;62;46;78;63;53;Central Denmark;DK-82
662;North Denmark Region;DK-81;2017-01-01;82;87;99;95;84;64;100;88;64;100;80;64;100;34;100;63;100;100;100;100;100;56;North Denmark;DK-81
663;Region Syddanmark;DK-83;2017-01-01;100;79;96;100;64;66;43;100;65;100;78;85;86;62;69;86;71;78;55;83;70;25;Southern Denmark;DK-83
664;Region Zealand;DK-85;2017-01-01;92;83;98;66;100;100;69;98;100;100;87;95;89;69;78;83;53;69;74;90;60;100;Zealand;DK-85
665;Capital Region of Denmark;DK-84;2017-02-01;75;84;92;100;58;69;82;80;53;58;100;57;77;100;84;79;55;62;59;76;56;100;Capital;DK-84
666;Central Denmark Region;DK-82;2017-02-01;76;69;81;95;72;71;84;83;44;79;94;34;100;53;74;49;100;85;84;93;100;97;Central Denmark;DK-82
667;North Denmark Region;DK-81;2017-02-01;66;100;89;92;95;56;95;80;45;100;81;100;62;71;100;100;63;100;78;100;65;47;North Denmark;DK-81
668;Region Syddanmark;DK-83;2017-02-01;100;81;94;99;74;76;100;95;60;75;78;61;69;43;97;66;67;88;85;81;81;56;Southern Denmark;DK-83
669;Region Zealand;DK-85;2017-02-01;99;52;100;70;100;100;37;100;100;84;64;47;64;28;83;48;39;86;100;75;92;43;Zealand;DK-85
670;Capital Region of Denmark;DK-84;2017-03-01;81;100;97;83;77;76;71;73;50;58;100;94;48;100;87;74;42;49;71;80;58;91;Capital;DK-84
671;Central Denmark Region;DK-82;2017-03-01;100;75;100;75;86;100;95;69;54;77;83;84;57;58;39;63;68;60;82;100;81;100;Central Denmark;DK-82
672;North Denmark Region;DK-81;2017-03-01;80;83;88;89;86;71;51;91;41;100;69;67;45;24;57;49;100;100;100;84;100;25;North Denmark;DK-81
673;Region Syddanmark;DK-83;2017-03-01;98;97;96;100;100;72;100;100;73;79;76;96;80;21;100;55;42;72;85;93;64;57;Southern Denmark;DK-83
674;Region Zealand;DK-85;2017-03-01;83;80;97;99;99;97;53;95;100;95;73;100;100;15;62;100;59;56;88;98;96;55;Zealand;DK-85
675;Capital Region of Denmark;DK-84;2017-04-01;67;100;97;100;64;74;100;84;51;81;100;98;46;100;68;60;23;71;70;76;65;48;Capital;DK-84
676;Central Denmark Region;DK-82;2017-04-01;81;76;100;78;71;73;89;87;34;88;80;97;32;45;48;72;24;82;88;98;100;53;Central Denmark;DK-82
677;North Denmark Region;DK-81;2017-04-01;66;41;95;92;86;100;78;88;60;99;76;100;100;31;61;100;100;100;100;100;85;54;North Denmark;DK-81
678;Region Syddanmark;DK-83;2017-04-01;100;65;97;91;72;70;89;100;97;100;89;71;89;75;100;85;43;81;76;81;73;79;Southern Denmark;DK-83
679;Region Zealand;DK-85;2017-04-01;58;46;99;87;100;95;54;98;100;100;72;64;49;34;57;75;31;78;91;79;75;100;Zealand;DK-85
680;Capital Region of Denmark;DK-84;2017-05-01;64;100;90;72;69;65;71;74;37;69;100;85;95;100;56;88;22;67;59;71;57;65;Capital;DK-84
681;Central Denmark Region;DK-82;2017-05-01;61;75;90;56;64;83;64;77;52;81;95;95;80;45;53;100;23;80;79;75;69;84;Central Denmark;DK-82
682;North Denmark Region;DK-81;2017-05-01;80;80;79;79;100;80;100;77;45;100;97;92;100;37;59;49;100;91;100;85;86;34;North Denmark;DK-81
683;Region Syddanmark;DK-83;2017-05-01;100;80;93;75;59;100;71;100;55;94;65;100;51;34;100;89;15;100;71;80;67;100;Southern Denmark;DK-83
684;Region Zealand;DK-85;2017-05-01;71;71;100;100;66;54;57;100;100;99;83;43;71;20;88;78;27;76;75;100;100;80;Zealand;DK-85
685;Capital Region of Denmark;DK-84;2017-06-01;71;91;96;70;64;70;36;74;50;73;100;89;54;100;77;56;15;87;73;63;54;74;Capital;DK-84
686;Central Denmark Region;DK-82;2017-06-01;62;77;97;68;89;85;52;80;49;93;75;100;31;47;57;65;63;100;81;84;100;46;Central Denmark;DK-82
687;North Denmark Region;DK-81;2017-06-01;78;66;91;54;80;74;100;91;43;100;91;68;45;74;61;100;100;97;88;79;87;100;North Denmark;DK-81
688;Region Syddanmark;DK-83;2017-06-01;100;56;100;100;70;93;64;100;56;90;55;96;77;26;100;40;23;93;68;74;90;47;Southern Denmark;DK-83
689;Region Zealand;DK-85;2017-06-01;83;100;93;68;100;100;21;88;100;100;54;57;100;39;71;88;42;94;100;100;96;69;Zealand;DK-85
690;Capital Region of Denmark;DK-84;2017-07-01;63;100;97;97;62;72;100;82;62;73;100;74;57;100;45;55;59;57;63;84;73;98;Capital;DK-84
691;Central Denmark Region;DK-82;2017-07-01;28;77;97;89;63;100;88;84;56;81;79;55;76;53;48;62;68;73;61;97;87;88;Central Denmark;DK-82
692;North Denmark Region;DK-81;2017-07-01;100;75;85;100;95;73;87;75;61;100;73;85;100;82;50;100;100;100;100;91;79;100;North Denmark;DK-81
693;Region Syddanmark;DK-83;2017-07-01;52;59;92;88;72;85;43;100;70;86;81;100;40;35;100;41;74;73;92;100;100;100;Southern Denmark;DK-83
694;Region Zealand;DK-85;2017-07-01;89;89;100;81;100;84;74;94;100;96;95;62;77;40;54;35;57;74;93;93;80;86;Zealand;DK-85
695;Capital Region of Denmark;DK-84;2017-08-01;73;100;98;80;74;65;48;69;74;60;100;91;68;100;70;64;32;61;64;74;61;100;Capital;DK-84
696;Central Denmark Region;DK-82;2017-08-01;47;81;96;77;71;85;17;70;60;71;83;76;52;19;100;99;69;100;74;98;82;96;Central Denmark;DK-82
697;North Denmark Region;DK-81;2017-08-01;54;89;90;70;74;59;22;80;66;100;66;100;100;48;67;74;100;93;99;98;100;68;North Denmark;DK-81
698;Region Syddanmark;DK-83;2017-08-01;100;73;97;100;81;100;34;93;94;84;80;54;52;49;76;100;35;88;77;100;91;85;Southern Denmark;DK-83
699;Region Zealand;DK-85;2017-08-01;89;69;100;88;100;86;100;100;100;77;80;56;69;55;66;87;22;98;100;96;79;98;Zealand;DK-85
700;Capital Region of Denmark;DK-84;2017-09-01;80;100;100;73;80;80;55;77;59;58;91;93;54;100;65;68;41;81;69;87;65;100;Capital;DK-84
701;Central Denmark Region;DK-82;2017-09-01;81;90;100;92;76;64;85;85;40;84;68;79;86;42;77;100;77;94;100;94;90;93;Central Denmark;DK-82
702;North Denmark Region;DK-81;2017-09-01;100;77;83;60;83;83;100;98;47;95;100;100;100;40;66;92;100;97;95;100;100;66;North Denmark;DK-81
703;Region Syddanmark;DK-83;2017-09-01;88;74;100;100;100;55;79;94;73;92;52;67;51;48;100;66;94;100;78;100;79;79;Southern Denmark;DK-83
704;Region Zealand;DK-85;2017-09-01;94;78;93;75;93;100;84;100;100;100;74;74;56;60;91;74;57;87;96;95;94;57;Zealand;DK-85
705;Capital Region of Denmark;DK-84;2017-10-01;89;100;100;77;72;89;58;77;49;60;100;100;62;92;60;92;74;64;61;87;60;100;Capital;DK-84
706;Central Denmark Region;DK-82;2017-10-01;98;93;93;60;88;92;36;82;43;75;72;63;52;72;73;82;100;82;82;95;95;51;Central Denmark;DK-82
707;North Denmark Region;DK-81;2017-10-01;97;69;99;100;94;88;63;90;30;100;75;80;47;79;63;74;99;90;67;100;79;56;North Denmark;DK-81
708;Region Syddanmark;DK-83;2017-10-01;91;75;93;99;100;99;59;93;52;96;77;79;100;49;100;80;55;100;78;83;100;71;Southern Denmark;DK-83
709;Region Zealand;DK-85;2017-10-01;100;69;97;76;99;100;100;100;100;97;67;63;94;100;64;100;99;82;100;87;85;82;Zealand;DK-85
710;Capital Region of Denmark;DK-84;2017-11-01;78;100;97;68;80;70;54;86;61;63;93;65;54;100;96;59;24;76;61;85;67;71;Capital;DK-84
711;Central Denmark Region;DK-82;2017-11-01;81;73;91;92;84;85;38;83;37;73;77;64;100;50;81;74;43;77;81;100;100;60;Central Denmark;DK-82
712;North Denmark Region;DK-81;2017-11-01;100;71;91;89;90;80;100;87;78;100;100;100;74;73;83;90;48;100;97;100;77;100;North Denmark;DK-81
713;Region Syddanmark;DK-83;2017-11-01;73;63;91;100;89;100;66;100;78;85;70;68;82;34;100;75;15;94;85;91;97;36;Southern Denmark;DK-83
714;Region Zealand;DK-85;2017-11-01;85;69;100;64;100;74;39;98;100;81;64;54;83;38;88;100;100;93;100;93;67;26;Zealand;DK-85
715;Capital Region of Denmark;DK-84;2017-12-01;68;100;92;95;63;59;76;73;46;56;100;100;64;100;85;57;35;60;61;73;49;88;Capital;DK-84
716;Central Denmark Region;DK-82;2017-12-01;73;92;95;87;52;74;78;75;61;69;78;68;69;51;100;79;55;100;100;100;87;59;Central Denmark;DK-82
717;North Denmark Region;DK-81;2017-12-01;96;75;86;70;55;100;87;86;58;100;72;84;51;38;52;57;100;100;63;92;70;58;North Denmark;DK-81
718;Region Syddanmark;DK-83;2017-12-01;97;98;89;100;61;61;61;100;76;76;91;95;100;46;99;63;77;88;87;86;89;48;Southern Denmark;DK-83
719;Region Zealand;DK-85;2017-12-01;100;62;100;68;100;56;100;96;100;81;85;83;94;47;85;100;59;82;80;94;100;100;Zealand;DK-85
720;Capital Region of Denmark;DK-84;2018-01-01;58;100;96;81;73;95;90;71;78;56;100;81;55;100;84;65;54;61;57;74;56;59;Capital;DK-84
721;Central Denmark Region;DK-82;2018-01-01;52;75;100;100;88;100;100;77;47;75;80;74;42;39;85;88;54;80;72;91;88;100;Central Denmark;DK-82
722;North Denmark Region;DK-81;2018-01-01;92;71;93;94;86;73;70;83;34;100;100;81;100;15;100;63;100;100;100;100;100;35;North Denmark;DK-81
723;Region Syddanmark;DK-83;2018-01-01;95;83;88;98;75;77;77;100;68;87;73;100;78;37;97;78;54;84;88;79;81;49;Southern Denmark;DK-83
724;Region Zealand;DK-85;2018-01-01;100;72;98;65;100;71;86;96;100;93;69;77;68;39;80;100;91;81;94;100;49;18;Zealand;DK-85
725;Capital Region of Denmark;DK-84;2018-02-01;99;85;94;82;80;41;43;74;51;53;100;98;100;100;58;76;67;57;63;75;58;93;Capital;DK-84
726;Central Denmark Region;DK-82;2018-02-01;99;78;93;89;85;65;50;75;67;79;64;77;52;50;47;99;92;78;73;84;74;77;Central Denmark;DK-82
727;North Denmark Region;DK-81;2018-02-01;87;100;85;79;100;100;36;88;49;100;77;87;91;79;97;91;100;100;94;100;69;100;North Denmark;DK-81
728;Region Syddanmark;DK-83;2018-02-01;100;72;89;93;77;58;84;100;71;83;70;100;99;31;100;100;80;69;87;76;100;97;Southern Denmark;DK-83
729;Region Zealand;DK-85;2018-02-01;75;85;100;100;93;87;100;95;100;85;68;79;80;31;89;71;65;80;100;76;80;78;Zealand;DK-85
730;Capital Region of Denmark;DK-84;2018-03-01;76;100;95;74;67;72;77;73;48;54;100;85;86;100;82;61;67;63;64;61;56;88;Capital;DK-84
731;Central Denmark Region;DK-82;2018-03-01;81;79;97;73;73;71;42;76;32;72;80;74;90;51;84;73;54;86;86;71;90;67;Central Denmark;DK-82
732;North Denmark Region;DK-81;2018-03-01;93;91;100;100;93;87;100;77;35;100;69;100;91;34;90;100;100;100;100;100;83;100;North Denmark;DK-81
733;Region Syddanmark;DK-83;2018-03-01;100;79;93;99;90;100;71;90;62;76;78;73;100;57;100;79;81;85;73;65;100;63;Southern Denmark;DK-83
734;Region Zealand;DK-85;2018-03-01;71;88;96;82;100;73;91;100;100;84;76;60;69;51;83;66;89;90;93;77;85;55;Zealand;DK-85
735;Capital Region of Denmark;DK-84;2018-04-01;100;100;100;81;78;76;100;76;51;58;100;78;97;100;86;64;63;67;65;79;75;80;Capital;DK-84
736;Central Denmark Region;DK-82;2018-04-01;72;96;92;84;80;74;88;77;39;75;78;90;100;31;45;89;52;98;81;78;80;88;Central Denmark;DK-82
737;North Denmark Region;DK-81;2018-04-01;75;74;95;100;85;100;81;94;75;100;81;100;46;49;49;100;33;100;79;100;100;69;North Denmark;DK-81
738;Region Syddanmark;DK-83;2018-04-01;83;99;95;98;83;69;84;87;86;84;75;71;91;57;100;84;48;92;68;89;97;100;Southern Denmark;DK-83
739;Region Zealand;DK-85;2018-04-01;91;79;92;83;100;98;79;100;100;90;68;77;45;53;87;65;100;86;100;90;87;87;Zealand;DK-85
740;Capital Region of Denmark;DK-84;2018-05-01;76;100;91;84;68;52;52;72;45;64;100;66;89;100;87;65;31;61;71;79;65;92;Capital;DK-84
741;Central Denmark Region;DK-82;2018-05-01;77;99;89;71;66;88;84;72;46;82;80;67;92;90;100;75;46;74;81;92;84;100;Central Denmark;DK-82
742;North Denmark Region;DK-81;2018-05-01;98;67;89;94;100;100;100;94;60;95;90;100;100;41;64;88;100;100;93;84;100;57;North Denmark;DK-81
743;Region Syddanmark;DK-83;2018-05-01;88;90;100;100;75;75;49;100;100;94;89;67;81;45;94;71;43;80;100;82;93;71;Southern Denmark;DK-83
744;Region Zealand;DK-85;2018-05-01;100;59;100;82;99;73;42;92;100;100;68;46;60;55;61;100;77;69;75;100;80;44;Zealand;DK-85
745;Capital Region of Denmark;DK-84;2018-06-01;55;100;89;89;80;85;46;87;80;61;86;90;93;67;86;84;98;56;70;78;43;61;Capital;DK-84
746;Central Denmark Region;DK-82;2018-06-01;82;89;97;77;99;73;100;74;63;76;94;84;90;37;61;67;95;78;73;86;100;25;Central Denmark;DK-82
747;North Denmark Region;DK-81;2018-06-01;64;80;81;100;94;76;44;95;66;99;100;95;79;100;90;86;70;100;95;100;69;100;North Denmark;DK-81
748;Region Syddanmark;DK-83;2018-06-01;100;74;96;99;81;98;74;95;63;92;77;100;95;38;72;100;100;88;92;89;65;57;Southern Denmark;DK-83
749;Region Zealand;DK-85;2018-06-01;86;83;100;59;100;100;50;100;100;100;61;75;100;70;100;81;79;70;100;94;52;55;Zealand;DK-85
750;Capital Region of Denmark;DK-84;2018-07-01;58;100;96;96;73;75;100;75;57;66;100;87;46;100;100;62;60;54;75;80;63;55;Capital;DK-84
751;Central Denmark Region;DK-82;2018-07-01;82;78;99;71;84;100;86;68;51;70;81;100;100;91;83;84;68;61;94;88;90;100;Central Denmark;DK-82
752;North Denmark Region;DK-81;2018-07-01;77;77;89;85;93;95;0;84;100;100;98;87;99;48;61;83;45;81;86;78;75;79;North Denmark;DK-81
753;Region Syddanmark;DK-83;2018-07-01;42;66;100;100;75;82;98;100;74;91;77;91;97;96;82;34;100;100;85;99;100;59;Southern Denmark;DK-83
754;Region Zealand;DK-85;2018-07-01;100;55;97;73;100;88;86;77;85;89;57;87;74;49;72;100;68;60;100;100;53;80;Zealand;DK-85
755;Capital Region of Denmark;DK-84;2018-08-01;75;88;88;79;71;83;50;78;72;55;100;71;40;100;100;69;50;86;79;67;53;78;Capital;DK-84
756;Central Denmark Region;DK-82;2018-08-01;85;100;94;83;78;89;45;88;44;67;72;52;100;61;45;76;16;100;88;91;75;83;Central Denmark;DK-82
757;North Denmark Region;DK-81;2018-08-01;86;78;93;77;100;96;80;96;100;100;79;100;32;18;58;89;100;100;95;100;56;84;North Denmark;DK-81
758;Region Syddanmark;DK-83;2018-08-01;100;83;91;100;85;59;100;100;84;71;66;56;33;36;87;100;50;83;60;85;100;28;Southern Denmark;DK-83
759;Region Zealand;DK-85;2018-08-01;89;85;100;50;93;100;31;94;61;79;77;62;64;42;98;74;27;64;100;79;92;100;Zealand;DK-85
760;Capital Region of Denmark;DK-84;2018-09-01;65;100;97;88;64;86;54;72;58;66;100;94;95;100;65;80;37;81;69;66;57;74;Capital;DK-84
